@relation clean_data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
0.446154,0.666667,0.243243,0.070727,0.301205,0.209091,0.263473,0.193173,0.327273,0.293333,0.741935,7
0.569231,0.368421,0.418919,0.328094,0.554217,0.163636,0.422156,0.751746,0.327273,0.426667,0.209677,5
0.923077,0.596491,0.648649,0.363458,0.301205,0.027273,0.299401,0.674166,0.136364,0.093333,0.322581,5
0.507692,0.385965,0.621622,0.035363,0.686747,0.245455,0.368263,0.270753,0.363636,0.426667,0.758065,6
0.630769,0.192982,0.608108,0.035363,0.433735,0.136364,0.257485,0.35609,0.372727,0.226667,0.483871,6
0.584615,0.701754,0.5,0.007859,0.337349,0.018182,0.269461,0.239721,0.281818,0.226667,0.548387,4
0.384615,0.245614,0.581081,0.155206,0.349398,0.263636,0.359281,0.363848,0.572727,0.146667,0.564516,7
0.569231,0.333333,0.418919,0.671906,0.506024,0.281818,0.488024,0.92242,0.336364,0.56,0.354839,5
0.476923,0.263158,0.540541,0.27112,0.373494,0.436364,0.422156,0.43367,0.354545,0.066667,0.548387,6
0.523077,0.421053,0.635135,0.176817,0.421687,0.154545,0.164671,0.301784,0.281818,0.253333,0.741935,4
0.323077,0.263158,0.405405,0.483301,0.542169,0.5,0.479042,0.782777,0.509091,0.226667,0.225806,5
0.4,0.298246,0.432432,0.192534,0.481928,0.354545,0.497006,0.612102,0.427273,0.613333,0.193548,6
0.4,0.438596,0.418919,0.192534,0.46988,0.363636,0.488024,0.61986,0.427273,0.586667,0.209677,6
0.507692,0.45614,0.202703,0.023576,0.53012,0.536364,0.517964,0.503491,0.336364,0.28,0.193548,5
0.461538,0.350877,0.540541,0.840864,0.46988,0.418182,0.47006,1,0.190909,0.373333,0.112903,5
0.476923,0.333333,0.540541,0.526523,0.493976,0.563636,0.649701,0.837083,0.418182,0.48,0.258065,6
0.461538,0.315789,0.756757,0.444008,0.409639,0.563636,0.646707,0.767261,0.272727,0.546667,0.209677,5
0.461538,0.368421,0.756757,0.444008,0.409639,0.581818,0.658683,0.782777,0.272727,0.546667,0.209677,5
0.446154,0.280702,0.554054,0.345776,0.373494,0.427273,0.467066,0.643134,0.363636,0.52,0.306452,6
0.323077,0.385965,0.310811,0.141454,0.349398,0.363636,0.326347,0.410396,0.390909,0.373333,0.483871,5
0.461538,0.789474,0.472973,0.125737,0.301205,0.218182,0.296407,0.270753,0.490909,0.466667,0.758065,8
0.415385,0.350877,0.378378,0.310413,0.457831,0.472727,0.598802,0.705198,0.336364,0.426667,0.145161,4
0.430769,0.350877,0.378378,0.310413,0.518072,0.481818,0.601796,0.705198,0.336364,0.44,0.145161,6
0.461538,0.350877,0.540541,0.840864,0.46988,0.418182,0.47006,1,0.190909,0.373333,0.112903,5
0.461538,0.350877,0.486486,0.290766,0.433735,0.236364,0.338323,0.441427,0.272727,0.2,0.548387,6
0.430769,0.122807,0.459459,0.176817,0.554217,0.290909,0.344311,0.550039,0.581818,0.266667,0.258065,5
0.461538,0.315789,0.324324,0.282908,0.518072,0.472727,0.610778,0.69744,0.372727,0.333333,0.145161,5
0.507692,0.421053,0.324324,0.491159,0.493976,0.454545,0.580838,0.844841,0.345455,0.36,0.129032,5
0.461538,0.315789,0.324324,0.282908,0.518072,0.472727,0.610778,0.69744,0.372727,0.333333,0.145161,5
0.461538,0.333333,0.351351,0.609037,0.481928,0.481818,0.556886,0.875873,0.390909,0.373333,0.209677,5
0.507692,0.421053,0.324324,0.491159,0.493976,0.454545,0.580838,0.844841,0.345455,0.36,0.129032,5
0.476923,0.807018,0.432432,0.495088,0.493976,0.463636,0.676647,0.790535,0.436364,0.373333,0.258065,5
0.461538,0.315789,0.459459,0.522593,0.301205,0.336364,0.371257,0.604344,0.554545,0.413333,0.645161,6
0.307692,0.350877,0.472973,0.066798,0.53012,0.309091,0.311377,0.410396,0.509091,0.373333,0.354839,4
0.4,0.22807,0.675676,0.43222,0.39759,0.390909,0.428144,0.782777,0.390909,0.28,0.129032,5
0.492308,0.140351,0.432432,0.302554,0.433735,0.327273,0.347305,0.674166,0.445455,0.16,0.193548,5
0.461538,0.859649,0.391892,0.062868,0.373494,0.118182,0.200599,0.519007,0.545455,0.693333,0.354839,5
0.353846,0.561404,0.418919,0.011788,0.46988,0.190909,0.479042,0.456943,0.454545,0.733333,0.241935,6
0.276923,0.289474,0.337838,0.357564,0.277108,0.090909,0.173653,0.534523,0.536364,0.16,0.403226,5
0.461538,0.175439,0.513514,0.031434,0.349398,0.3,0.302395,0.363848,0.545455,0.493333,0.516129,7
0.492308,0.140351,0.432432,0.302554,0.433735,0.327273,0.347305,0.674166,0.445455,0.16,0.193548,5
0.446154,0.087719,0.391892,0.184676,0.506024,0.263636,0.335329,0.565555,0.654545,0.2,0.274194,6
0.369231,0.298246,0.337838,0.031434,0.253012,0.3,0.284431,0.3173,0.527273,0.293333,0.5,7
0.307692,0.315789,0.324324,0.337917,0.421687,0.481818,0.42515,0.69744,0.536364,0.213333,0.225806,5
0.569231,0.333333,0.486486,0.251473,0.325301,0.390909,0.461078,0.526765,0.281818,0.146667,0.483871,5
0.307692,0.315789,0.324324,0.337917,0.421687,0.481818,0.42515,0.69744,0.536364,0.213333,0.225806,5
0.292308,0.350877,0.324324,0.664047,0.421687,0.527273,0.47006,0.914663,0.536364,0.293333,0.225806,5
0.569231,0.263158,0.486486,0.251473,0.325301,0.372727,0.452096,0.519007,0.290909,0.133333,0.483871,5
0.569231,0.333333,0.486486,0.251473,0.325301,0.390909,0.461078,0.526765,0.281818,0.146667,0.483871,5
0.369231,0.298246,0.337838,0.031434,0.253012,0.3,0.284431,0.3173,0.527273,0.293333,0.5,7
0.415385,0.192982,0.405405,0.007859,0.409639,0.281818,0.401198,0.503491,0.636364,0.226667,0.177419,6
0.384615,0.72807,0.297297,0.047151,0.445783,0.263636,0.389222,0.449185,0.609091,0.426667,0.387097,6
0.507692,0.280702,0.554054,0.675835,0.445783,0.336364,0.404192,0.984484,0.545455,0.226667,0.112903,5
0.4,0.157895,0.432432,0.070727,0.46988,0.354545,0.568862,0.519007,0.709091,0.373333,0.274194,6
0.507692,0.298246,0.432432,0.381139,0.385542,0.581818,0.784431,0.759503,0.409091,0.4,0.177419,6
0.4,0.157895,0.432432,0.070727,0.46988,0.354545,0.568862,0.519007,0.709091,0.373333,0.274194,6
0.507692,0.280702,0.554054,0.675835,0.445783,0.336364,0.404192,0.984484,0.545455,0.226667,0.112903,5
0.461538,0.982456,0.108108,0.357564,0.638554,0.218182,0.39521,0.782777,0.590909,0.32,0.145161,4
0.692308,0.350877,0.540541,0.282908,0.385542,0.327273,0.550898,0.813809,0.563636,0.386667,0.258065,6
0.676923,0.333333,0.527027,0.282908,0.361446,0.427273,0.592814,0.813809,0.536364,0.386667,0.241935,6
0.523077,0.263158,0.513514,0.53831,0.590361,0.481818,0.550898,0.837083,0.336364,0.293333,0.16129,6
0.523077,0.263158,0.513514,0.53831,0.590361,0.481818,0.550898,0.837083,0.336364,0.293333,0.16129,6
0.523077,0.263158,0.513514,0.53831,0.590361,0.481818,0.550898,0.837083,0.336364,0.293333,0.16129,6
0.523077,0.263158,0.513514,0.53831,0.590361,0.481818,0.550898,0.837083,0.336364,0.293333,0.16129,6
0.461538,0.77193,0.432432,0.495088,0.421687,0.472727,0.631737,0.782777,0.5,0.373333,0.258065,6
0.492308,0.315789,0.797297,0.031434,0.337349,0.345455,0.329341,0.363848,0.563636,0.253333,0.5,7
0.369231,0.298246,0.283784,0.587426,0.361446,0.236364,0.446108,0.860357,0.690909,0.56,0.258065,6
0.538462,0.421053,0.310811,0.514735,0.493976,0.427273,0.55988,0.883631,0.436364,0.32,0.112903,5
0.6,0.403509,0.351351,0.282908,0.26506,0.190909,0.239521,0.565555,0.372727,0.373333,0.387097,5
0.507692,0.22807,0.5,0.070727,0.204819,0.190909,0.269461,0.247479,0.390909,0.213333,0.548387,7
0.461538,0.280702,0.459459,0.082515,0.457831,0.568182,0.624251,0.487975,0.527273,0.48,0.274194,6
0.476923,0.561404,0.756757,0.416503,0.409639,0.345455,0.39521,0.806051,0.381818,0.32,0.112903,5
0.353846,0.175439,0.486486,0.05501,0.349398,0.163636,0.717066,0.402638,0.590909,0.76,0.532258,6
0.461538,0.22807,0.364865,0.058939,0.253012,0.218182,0.386228,0.224205,0.4,0.52,0.741935,7
0.307692,0.210526,0.364865,0.031434,0.26506,0.090909,0.200599,0.262995,0.481818,0.186667,0.467742,7
0.276923,0.192982,0.351351,0.031434,0.253012,0.090909,0.197605,0.262995,0.481818,0.2,0.467742,7
0.353846,0.578947,0.189189,0.385069,0.337349,0.145455,0.326347,0.689682,0.6,0.306667,0.322581,5
0.323077,0.22807,0.378378,0.157171,0.53012,0.345455,0.565868,0.720714,0.909091,0.64,0.322581,4
